orderid,dateid,countryid,categoryid,amount
297631,1088,54,1,869
297632,1088,24,4,7633
297633,1088,54,4,3383
297634,1088,13,3,7791
297635,1088,28,1,2936
297636,1088,29,3,2712
297637,1088,21,2,4976
297638,1088,12,4,3843
297639,1088,31,2,5986
297640,1088,41,5,3265
297641,1088,45,4,1319
297642,1088,42,5,7440
297643,1088,36,4,5247
297644,1088,53,1,1401
297645,1088,20,2,1135
297646,1088,35,2,2919
297647,1088,42,1,5156
297648,1088,27,5,7080
297649,1088,38,2,6297
297650,1088,26,1,3544
297651,1088,6,1,6785
297652,1088,52,1,3590
297653,1088,18,3,1403
297654,1088,19,5,2922
297655,1088,43,5,5314
297656,1088,36,2,3088
297657,1088,1,2,2263
297658,1088,43,1,4550
297659,1088,21,5,4028
297660,1088,7,5,6134
297661,1088,16,1,4158
297662,1088,21,3,7250
297663,1088,56,1,4310
297664,1088,38,5,4193
297665,1088,44,5,5746
297666,1088,18,5,1329
297667,1088,47,3,5602
297668,1088,15,2,5381
297669,1088,40,3,7327
297670,1088,7,2,5414
297671,1088,6,5,5133
297672,1088,29,1,7385
297673,1088,13,5,2884
297674,1088,20,5,1756
297675,1088,25,2,358
297676,1088,12,3,2478
297677,1088,54,3,732
297678,1088,17,2,7886
297679,1088,10,1,3117
297680,1088,49,1,1459
297681,1088,12,2,6711
297682,1088,27,4,2954
297683,1088,46,3,3626
297684,1088,5,1,6993
297685,1088,52,4,4438
297686,1088,9,2,6936
297687,1088,23,2,2274
297688,1088,3,3,1270
297689,1088,11,3,7587
297690,1088,25,5,1734
297691,1088,4,3,6639
297692,1088,33,1,7518
297693,1088,46,1,2496
297694,1088,13,4,3514
297695,1088,41,2,5464
297696,1088,48,1,5817
297697,1088,50,5,3260
297698,1088,30,2,1525
297699,1088,53,2,2562
297700,1088,45,3,2576
297701,1088,34,5,1967
297702,1088,9,1,4742
297703,1088,46,5,6986
297704,1088,45,2,3413
297705,1088,37,1,4528
297706,1088,51,3,93
297707,1088,21,4,74
297708,1088,30,4,7135
297709,1088,22,1,942
297710,1088,15,5,5960
297711,1088,28,4,4065
297712,1088,31,4,6301
297713,1088,9,4,3000
297714,1088,22,4,7384
297715,1088,16,5,6935
297716,1088,54,5,6017
297717,1088,10,5,862
297718,1088,44,4,1896
297719,1088,40,4,3988
297720,1088,15,3,1295
297721,1088,4,1,5749
297722,1088,56,2,7532
297723,1088,40,5,2912
297724,1088,39,4,3208
297725,1088,56,5,804
297726,1088,7,3,1637
297727,1088,12,5,3773
297728,1088,19,3,1148
297729,1088,51,5,7137
297730,1088,9,5,7710
297731,1088,43,4,6243
297732,1088,10,3,3688
297733,1088,47,5,7196
297734,1088,6,2,5607
297735,1088,17,4,2638
297736,1088,47,4,4558
297737,1088,52,5,5009
297738,1088,44,3,2277
297739,1088,19,1,6374
297740,1088,55,5,7579
297741,1088,47,1,7645
297742,1088,5,4,5992
297743,1088,48,5,2113
297744,1088,6,4,1968
297745,1088,26,5,7258
297746,1088,35,3,1512
297747,1088,1,3,3981
297748,1088,40,2,7160
297749,1088,39,3,6103
297750,1088,28,5,6984
297751,1088,38,3,6023
297752,1088,52,2,5093
297753,1088,41,4,7516
297754,1088,31,1,6102
297755,1088,43,2,6205
297756,1088,12,1,3008
297757,1088,20,3,4753
297758,1088,34,1,138
297759,1088,1,4,182
297760,1088,30,5,5329
297761,1088,34,2,4037
297762,1088,51,1,6847
297763,1088,4,4,4079
297764,1088,50,2,4655
297765,1088,53,4,1200
297766,1088,18,4,4772
297767,1088,11,4,6966
297768,1088,21,1,4943
297769,1088,31,5,1147
297770,1088,14,3,6319
297771,1088,36,1,5152
297772,1088,49,2,5449
297773,1088,3,1,7359
297774,1088,37,3,3718
297775,1088,11,5,2000
297776,1088,6,3,6568
297777,1088,5,2,7802
297778,1088,38,1,2892
297779,1088,48,3,6135
297780,1088,28,3,5771
297781,1088,32,3,5944
297782,1088,45,1,4673
297783,1088,16,3,234
297784,1088,17,5,415
297785,1088,3,5,7205
297786,1088,45,5,5345
297787,1088,42,2,4141
297788,1088,22,3,3996
297789,1088,56,4,2633
297790,1088,16,2,2671
297791,1088,50,1,1693
297792,1088,48,2,6898
297793,1088,36,5,6506
297794,1088,19,2,7272
297795,1088,15,1,5814
297796,1088,18,1,2324
297797,1088,28,2,66
297798,1088,29,4,1777
297799,1088,33,3,5309
297800,1088,4,5,2518
297801,1088,44,2,7097
297802,1088,17,3,2299
297803,1088,44,1,6413
297804,1088,52,3,1823
297805,1088,39,5,1990
297806,1088,56,3,5359
297807,1088,35,5,6295
297808,1088,50,4,7892
297809,1088,1,1,1427
297810,1089,51,2,5821
297811,1089,34,5,6976
297812,1089,23,3,5105
297813,1089,27,1,6328
297814,1089,53,3,7914
297815,1089,49,1,7424
297816,1089,12,4,273
297817,1089,32,5,1820
297818,1089,17,5,1668
297819,1089,8,4,3970
297820,1089,18,2,5626
297821,1089,7,4,5200
297822,1089,19,2,1021
297823,1089,3,1,1040
297824,1089,52,2,7074
297825,1089,26,4,1356
297826,1089,11,4,5284
297827,1089,32,3,5329
297828,1089,18,5,1451
297829,1089,40,5,5156
297830,1089,25,1,2666
297831,1089,31,5,5435
297832,1089,56,4,4232
297833,1089,55,1,3470
297834,1089,50,4,4380
297835,1089,24,5,3603
297836,1089,30,2,7176
297837,1089,36,2,3775
297838,1089,7,1,1460
297839,1089,46,2,4654
297840,1089,12,2,3756
297841,1089,16,5,599
297842,1089,35,4,5352
297843,1089,31,2,5060
297844,1089,10,1,1688
297845,1089,1,5,2902
297846,1089,10,5,7688
297847,1089,50,2,1834
297848,1089,24,1,1266
297849,1089,42,1,6878
297850,1089,29,1,2513
297851,1089,21,2,1688
297852,1089,34,3,7104
297853,1089,51,3,7279
297854,1089,35,5,6461
297855,1089,49,2,4636
297856,1089,47,2,791
297857,1089,5,3,4035
297858,1089,46,5,3378
297859,1089,20,1,2004
297860,1089,56,1,5258
297861,1089,18,3,1892
297862,1089,13,4,2823
297863,1089,40,1,7167
297864,1089,54,4,458
297865,1089,53,1,6307
297866,1089,2,5,3464
297867,1089,36,4,6592
297868,1089,45,3,5120
297869,1089,27,2,302
297870,1089,6,1,4873
297871,1089,48,5,7281
297872,1089,6,4,6561
297873,1089,52,4,2863
297874,1089,23,4,1429
297875,1089,47,5,511
297876,1089,10,2,3920
297877,1089,26,1,2744
297878,1089,55,4,7737
297879,1089,17,2,2638
297880,1089,45,1,4130
297881,1089,51,4,6728
297882,1089,33,3,1808
297883,1089,26,2,5847
297884,1089,34,1,1431
297885,1089,5,2,4185
297886,1089,26,5,5028
297887,1089,39,2,1673
297888,1089,33,4,173
297889,1089,16,2,4866
297890,1089,37,1,6255
297891,1089,48,1,378
297892,1089,33,5,4575
297893,1089,37,5,1905
297894,1089,27,3,7650
297895,1089,41,4,428
297896,1089,1,2,7863
297897,1089,12,3,7694
297898,1089,1,4,6544
297899,1089,10,4,683
297900,1089,48,2,724
297901,1089,51,5,870
297902,1089,22,3,6507
297903,1089,6,5,2249
297904,1089,19,5,2728
297905,1089,25,3,7295
297906,1089,24,4,4506
297907,1089,18,1,364
297908,1089,41,1,1178
297909,1089,10,3,6285
297910,1089,16,3,5281
297911,1089,14,5,5226
297912,1089,53,2,4026
297913,1089,22,1,6204
297914,1089,28,5,7405
297915,1089,40,4,2908
297916,1089,4,2,5474
297917,1089,2,4,1262
297918,1089,6,3,1644
297919,1089,11,5,6633
297920,1089,25,4,4031
297921,1089,28,2,5913
297922,1089,14,1,64
297923,1089,37,3,4423
297924,1089,24,2,7217
297925,1089,11,2,2480
297926,1089,16,4,2829
297927,1089,55,3,1444
297928,1089,15,2,2516
297929,1089,34,2,5461
297930,1089,17,4,4221
297931,1089,38,5,2779
297932,1089,43,4,5137
297933,1089,35,1,4808
297934,1089,47,4,7246
297935,1089,31,4,3703
297936,1089,54,1,1327
297937,1089,43,1,5953
297938,1089,1,3,2812
297939,1089,52,3,5133
297940,1089,48,4,7773
297941,1089,8,5,1081
297942,1089,32,1,411
297943,1089,49,3,6221
297944,1089,20,2,7809
297945,1089,53,5,2612
297946,1089,17,3,548
297947,1089,15,5,3643
297948,1089,15,1,3833
297949,1089,3,2,3185
297950,1089,29,2,1965
297951,1089,21,5,3059
297952,1089,33,1,6657
297953,1089,33,2,5947
297954,1089,56,5,2883
297955,1089,52,5,1166
297956,1089,28,3,600
297957,1089,22,4,6249
297958,1089,41,2,2250
297959,1089,20,5,2519
297960,1089,3,3,7547
297961,1089,43,5,5383
297962,1089,40,3,5945
297963,1089,7,2,2544
297964,1089,20,4,3775
297965,1089,53,4,1683
297966,1089,29,3,6850
297967,1089,27,4,7857
297968,1089,25,5,4535
297969,1089,11,3,662
297970,1089,22,2,7597
297971,1089,4,4,160
297972,1089,30,1,2148
297973,1089,19,4,4437
297974,1089,45,2,4043
297975,1089,54,5,6069
297976,1089,4,1,4741
297977,1089,28,4,5364
297978,1089,9,4,2020
297979,1089,1,1,3478
297980,1089,30,4,7142
297981,1089,8,3,5817
297982,1089,30,3,4996
297983,1089,49,5,276
297984,1089,44,4,5684
297985,1089,25,2,3399
297986,1089,39,3,117
297987,1089,13,5,7210
297988,1089,2,3,3576
297989,1089,32,2,4265
297990,1089,8,2,3015
297991,1089,30,5,4125
297992,1089,56,2,2393
297993,1089,14,4,6576
297994,1089,31,3,6888
297995,1089,29,4,2880
297996,1089,41,5,3872
297997,1089,16,1,4428
297998,1089,45,5,7153
297999,1089,39,5,3855
298000,1089,15,4,7712
298001,1089,51,1,7397
298002,1089,5,1,3920
298003,1089,49,4,4004
298004,1089,27,5,386
298005,1089,7,5,201
298006,1089,23,2,996
298007,1089,22,5,6615
298008,1089,48,3,5952
298009,1089,46,4,320
298010,1089,14,3,4996
298011,1089,5,4,658
298012,1089,21,1,422
298013,1089,26,3,1525
298014,1089,12,5,1069
298015,1089,17,1,6626
298016,1089,9,2,6935
298017,1089,54,2,5486
298018,1089,35,3,536
298019,1089,12,1,4113
298020,1089,23,5,6919
298021,1089,43,2,496
298022,1089,3,5,7278
298023,1089,47,1,1557
298024,1089,44,3,2918
298025,1089,47,3,5089
298026,1089,38,3,7848
298027,1089,52,1,1999
298028,1089,36,1,5918
298029,1089,28,1,6650
298030,1089,2,1,415
298031,1089,13,3,7815
298032,1089,29,5,7462
298033,1089,13,2,2260
298034,1089,35,2,673
298035,1089,44,2,7013
298036,1089,8,1,408
298037,1089,38,2,4570
298038,1089,3,4,1258
298039,1089,37,4,4891
298040,1089,50,5,6262
298041,1089,19,1,5855
298042,1089,40,2,5898
298043,1089,42,2,2469
298044,1089,11,1,977
298045,1089,31,1,2655
298046,1089,19,3,3464
298047,1089,5,5,53
298048,1089,43,3,1737
298049,1089,46,3,1174
298050,1089,9,5,6516
298051,1089,55,5,6231
298052,1089,50,1,241
298053,1089,32,4,3522
298054,1089,55,2,986
298055,1089,36,5,591
298056,1089,44,1,1927
298057,1089,39,1,1400
298058,1089,4,3,4506
298059,1089,21,3,5263
298060,1089,20,3,5547
298061,1089,24,3,7451
298062,1089,4,5,7499
298063,1089,6,2,317
298064,1089,42,5,1226
298065,1089,45,4,4855
298066,1089,2,2,4228
298067,1089,14,2,4788
298068,1089,37,2,5321
298069,1089,9,1,5174
298070,1089,36,3,7904
298071,1089,41,3,898
298072,1089,18,4,3476
298073,1089,42,3,2304
298074,1089,9,3,4048
298075,1089,38,4,1227
298076,1089,21,4,6768
298077,1089,34,4,5057
298078,1089,23,1,7270
298079,1089,38,1,2411
298080,1089,13,1,3318
298081,1090,17,5,3995
298082,1090,7,1,583
298083,1090,12,5,4655
298084,1090,11,5,7344
298085,1090,8,3,304
298086,1090,14,2,6878
298087,1090,32,2,4590
298088,1090,10,2,6464
298089,1090,35,4,3939
298090,1090,39,4,7998
298091,1090,19,2,6918
298092,1090,48,2,681
298093,1090,17,3,806
298094,1090,55,4,3249
298095,1090,50,5,7162
298096,1090,3,1,1188
298097,1090,36,5,2257
298098,1090,46,4,1968
298099,1090,14,4,5903
298100,1090,53,3,1134
298101,1090,51,1,3318
298102,1090,37,4,2730
298103,1090,3,2,3298
298104,1090,24,3,128
298105,1090,33,2,6261
298106,1090,20,4,4930
298107,1090,33,5,468
298108,1090,22,1,4354
298109,1090,39,2,7672
298110,1090,43,4,408
298111,1090,10,1,6824
298112,1090,41,3,3709
298113,1090,28,3,4523
298114,1090,5,4,1439
298115,1090,21,2,3735
298116,1090,2,4,6374
298117,1090,2,2,6881
298118,1090,4,1,1798
298119,1090,10,5,1460
298120,1090,12,2,7405
298121,1090,9,5,2266
298122,1090,20,3,580
298123,1090,29,2,2919
298124,1090,7,4,7510
298125,1090,13,3,4393
298126,1090,13,2,1438
298127,1090,13,4,7361
298128,1090,12,4,5289
298129,1090,46,3,5793
298130,1090,34,2,7966
298131,1090,48,5,7929
298132,1090,32,4,5918
298133,1090,5,1,420
298134,1090,21,1,234
298135,1090,31,3,3361
298136,1090,40,2,4060
298137,1090,9,1,1729
298138,1090,35,1,832
298139,1090,40,5,1472
298140,1090,38,2,5939
298141,1090,25,5,2365
298142,1090,12,1,6409
298143,1090,31,1,6323
298144,1090,23,5,3181
298145,1090,43,1,7822
298146,1090,31,4,1629
298147,1090,23,1,5427
298148,1090,3,5,4661
298149,1090,42,1,4039
298150,1090,52,2,3442
298151,1090,7,3,4752
298152,1090,19,5,3504
298153,1090,1,5,5078
298154,1090,33,3,1582
298155,1090,9,2,1682
298156,1090,29,5,1281
298157,1090,27,2,5075
298158,1090,18,1,1620
298159,1090,44,4,7123
298160,1090,28,1,7554
298161,1090,19,1,3839
298162,1090,33,1,2927
298163,1090,3,3,7308
298164,1090,55,2,6544
298165,1090,56,1,2920
298166,1090,42,4,3878
298167,1090,43,5,925
298168,1090,45,4,7685
298169,1090,19,3,4950
298170,1090,54,1,7658
298171,1090,51,3,2063
298172,1090,15,2,1971
298173,1090,6,1,8000
298174,1090,51,4,1785
298175,1090,53,1,2844
298176,1090,30,5,1046
298177,1090,24,5,6140
298178,1090,55,3,3120
298179,1090,41,2,1173
298180,1090,26,2,5645
298181,1090,55,5,2630
298182,1090,8,2,4236
298183,1090,16,1,4610
298184,1090,49,4,1733
298185,1090,53,4,1392
298186,1090,45,1,6370
298187,1090,48,4,6951
298188,1090,7,2,1509
298189,1090,39,3,5959
298190,1090,32,3,6394
298191,1090,52,5,7899
298192,1090,45,3,452
298193,1090,41,5,2638
298194,1090,21,5,1242
298195,1090,11,3,4723
298196,1090,47,1,6139
298197,1090,1,4,6512
298198,1090,22,3,4647
298199,1090,13,5,1513
298200,1090,54,4,2646
298201,1090,26,3,3034
298202,1090,20,5,5153
298203,1090,23,2,2150
298204,1090,8,4,6121
298205,1090,25,4,6163
298206,1090,53,2,1572
298207,1090,44,1,6109
298208,1090,29,3,2286
298209,1090,41,4,7545
298210,1090,2,1,3634
298211,1090,26,5,215
298212,1090,38,4,4416
298213,1090,27,1,5186
298214,1090,50,4,4667
298215,1090,10,4,295
298216,1090,39,1,4020
298217,1090,29,1,4788
298218,1090,54,5,3094
298219,1090,46,5,151
298220,1090,6,5,6626
298221,1090,47,2,4293
298222,1090,30,2,3061
298223,1090,30,4,494
298224,1090,49,1,995
298225,1090,16,4,6228
298226,1090,24,2,7913
298227,1090,41,1,3523
298228,1090,30,1,5722
298229,1090,2,5,548
298230,1090,4,4,2834
298231,1090,31,5,1354
298232,1090,23,3,5781
298233,1090,1,2,5229
298234,1090,14,1,5940
298235,1090,44,3,6791
298236,1090,5,5,4040
298237,1090,11,2,362
298238,1090,43,2,4905
298239,1090,34,1,4866
298240,1090,10,3,5910
298241,1090,36,4,294
298242,1090,49,3,2351
298243,1090,16,3,5960
298244,1090,17,4,2348
298245,1090,56,4,1066
298246,1090,25,1,2211
298247,1090,44,5,5098
298248,1090,20,2,7706
298249,1090,37,5,4392
298250,1090,11,1,7731
298251,1090,49,5,1493
298252,1090,36,2,6038
298253,1090,22,4,7937
298254,1090,48,1,3222
298255,1090,25,3,3328
298256,1090,18,3,6689
298257,1090,35,5,7546
298258,1090,28,2,4840
298259,1090,38,3,3746
298260,1090,26,1,993
298261,1090,43,3,2906
298262,1090,56,3,4712
298263,1090,15,3,3046
298264,1090,15,4,3998
298265,1090,38,5,1269
298266,1090,14,3,5649
298267,1090,36,3,5616
298268,1090,29,4,620
298269,1090,38,1,6455
298270,1090,22,2,6334
298271,1090,42,2,5983
298272,1090,25,2,7873
298273,1090,20,1,6929
298274,1090,16,2,7599
298275,1090,6,2,5557
298276,1090,27,3,3114
298277,1090,37,3,6193
298278,1090,12,3,2328
298279,1090,52,1,2121
298280,1090,14,5,1583
298281,1090,35,3,7368
298282,1090,28,4,6442
298283,1090,53,5,2854
298284,1090,18,5,1472
298285,1090,32,5,510
298286,1090,17,2,6329
298287,1090,50,3,6350
298288,1090,3,4,465
298289,1090,36,1,5147
298290,1090,24,1,3224
298291,1090,52,4,4733
298292,1090,21,4,734
298293,1090,17,1,4297
298294,1090,37,2,5000
298295,1090,11,4,3746
298296,1090,23,4,7997
298297,1090,18,2,235
298298,1090,39,5,1601
298299,1090,7,5,5904
298300,1090,49,2,4984
298301,1090,24,4,944
298302,1090,8,1,1714
298303,1090,30,3,159
298304,1090,9,4,6583
298305,1090,54,2,2163
298306,1090,54,3,1645
298307,1090,35,2,1631
298308,1090,45,5,1874
298309,1090,51,2,518
298310,1090,42,3,128
298311,1090,15,5,5256
298312,1090,55,1,4459
298313,1090,1,1,77
298314,1090,5,3,1436
298315,1090,22,5,2123
298316,1090,33,4,5997
298317,1090,50,1,4938
298318,1090,34,4,5905
298319,1090,13,1,7231
298320,1090,32,1,2924
298321,1090,26,4,3367
298322,1090,2,3,1526
298323,1090,56,2,3848
298324,1090,8,5,2994
298325,1090,18,4,5701
298326,1090,47,3,5402
298327,1090,56,5,2641
298328,1090,4,3,7156
298329,1090,46,2,5393
298330,1090,15,1,2402
298331,1090,52,3,1145
298332,1090,34,3,5439
298333,1090,40,1,7695
298334,1090,45,2,5251
298335,1090,16,5,5724
298336,1090,4,2,4678
298337,1090,6,3,7732
298338,1090,28,5,762
298339,1090,1,3,5999
298340,1090,4,5,6628
298341,1090,6,4,928
298342,1090,19,4,2841
298343,1090,9,3,408
298344,1090,27,5,5068
298345,1090,46,1,5823
298346,1090,50,2,2664
298347,1090,31,2,5185
298348,1090,44,2,3257
298349,1090,37,1,1461
298350,1090,47,4,6342
298351,1090,40,4,7889
298352,1090,40,3,4670
298353,1091,36,1,6721
298354,1091,54,5,4931
298355,1091,27,5,3241
298356,1091,24,2,7807
298357,1091,46,4,5909
298358,1091,23,3,7946
298359,1091,15,4,4967
298360,1091,41,2,7286
298361,1091,40,4,3641
298362,1091,5,5,7475
298363,1091,47,4,1206
298364,1091,13,5,222
298365,1091,22,2,2185
298366,1091,13,3,4306
298367,1091,56,4,1924
298368,1091,53,5,4460
298369,1091,45,1,6387
298370,1091,33,5,5681
298371,1091,25,4,7836
298372,1091,45,4,5211
298373,1091,50,4,3930
298374,1091,36,4,3741
298375,1091,22,5,7612
298376,1091,29,4,4817
298377,1091,21,4,7165
298378,1091,20,1,6145
298379,1091,51,5,2326
298380,1091,16,3,2859
298381,1091,18,1,1592
298382,1091,18,2,6185
298383,1091,50,2,3430
298384,1091,55,3,6757
298385,1091,45,2,3510
298386,1091,21,1,3752
298387,1091,30,3,5585
298388,1091,50,3,796
298389,1091,20,2,1324
298390,1091,31,5,4482
298391,1091,11,5,3757
298392,1091,4,3,1264
298393,1091,55,4,4005
298394,1091,23,5,3226
298395,1091,40,2,3231
298396,1091,20,5,813
298397,1091,17,1,827
298398,1091,51,3,704
298399,1091,37,4,6417
298400,1091,35,5,7408
298401,1091,38,2,7392
298402,1091,36,3,5888
298403,1091,42,1,7865
298404,1091,39,3,4497
298405,1091,44,4,7366
298406,1091,12,1,1507
298407,1091,12,2,5551
298408,1091,22,3,69
298409,1091,17,2,4752
298410,1091,6,5,5197
298411,1091,51,1,6287
298412,1091,13,4,5006
298413,1091,54,3,7765
298414,1091,3,3,7361
298415,1091,28,5,207
298416,1091,16,2,56
298417,1091,2,2,4367
298418,1091,2,3,6935
298419,1091,44,3,1854
298420,1091,4,2,7291
298421,1091,1,4,816
298422,1091,51,4,1485
298423,1091,16,1,2688
298424,1091,9,3,4950
298425,1091,21,2,3406
298426,1091,31,2,3289
298427,1091,3,2,514
298428,1091,3,4,1361
298429,1091,56,3,1666
298430,1091,46,2,2310
298431,1091,38,4,4465
298432,1091,30,5,6641
298433,1091,35,4,5012
298434,1091,44,1,2541
298435,1091,55,2,809
298436,1091,26,4,1794
298437,1091,47,2,4804
298438,1091,25,1,4951
298439,1091,41,5,6460
298440,1091,29,3,4831
298441,1091,26,3,4605
298442,1091,7,5,6792
298443,1091,8,1,6639
298444,1091,26,5,3259
298445,1091,56,5,5834
298446,1091,41,4,5680
298447,1091,12,4,5310
298448,1091,49,4,3136
298449,1091,15,2,240
298450,1091,15,5,6801
298451,1091,26,1,3761
298452,1091,30,4,2704
298453,1091,1,3,7487
298454,1091,8,5,3808
298455,1091,7,4,7480
298456,1091,45,5,470
298457,1091,2,5,1627
298458,1091,53,1,4390
298459,1091,27,4,926
298460,1091,49,2,55
298461,1091,43,5,6759
298462,1091,47,1,6273
298463,1091,32,4,5852
298464,1091,31,1,802
298465,1091,25,5,7544
298466,1091,7,1,3682
298467,1091,37,2,5059
298468,1091,10,3,5477
298469,1091,56,2,5759
298470,1091,15,3,5462
298471,1091,11,2,1112
298472,1091,47,3,1185
298473,1091,34,1,7295
298474,1091,13,2,463
298475,1091,51,2,5050
298476,1091,39,1,5745
298477,1091,8,3,500
298478,1091,4,4,7414
298479,1091,37,1,5467
298480,1091,41,3,6015
298481,1091,49,1,6995
298482,1091,37,3,7073
298483,1091,54,2,3004
298484,1091,49,3,92
298485,1091,9,5,1821
298486,1091,34,4,1369
298487,1091,12,3,1535
298488,1091,52,2,4019
298489,1091,7,2,7842
298490,1091,36,2,2971
298491,1091,28,3,1517
298492,1091,5,1,360
298493,1091,19,2,5845
298494,1091,33,1,6115
298495,1091,25,3,2056
298496,1091,53,4,3481
298497,1091,10,1,464
298498,1091,38,3,983
298499,1091,39,2,2827
298500,1091,20,3,2339
298501,1091,27,1,3021
298502,1091,41,1,335
298503,1091,32,3,1557
298504,1091,24,4,1310
298505,1091,44,2,6547
298506,1091,14,3,639
298507,1091,24,5,7000
298508,1091,22,4,3645
298509,1091,43,3,2703
298510,1091,52,3,858
298511,1091,18,5,894
298512,1091,37,5,1536
298513,1091,29,5,4848
298514,1091,46,3,4939
298515,1091,53,3,7997
298516,1091,15,1,545
298517,1091,34,2,2924
298518,1091,46,5,4647
298519,1091,8,2,3452
298520,1091,28,4,7333
298521,1091,43,1,6311
298522,1091,34,3,7452
298523,1091,5,2,5079
298524,1091,46,1,6247
298525,1091,18,4,3427
298526,1091,9,1,7811
298527,1091,28,2,1037
298528,1091,36,5,6164
298529,1091,19,1,2986
298530,1091,11,3,6863
298531,1091,6,4,2186
298532,1091,44,5,7101
298533,1091,42,5,3147
298534,1091,21,5,6980
298535,1091,19,3,6818
298536,1091,5,4,3677
298537,1091,27,2,4460
298538,1091,52,1,5402
298539,1091,24,3,1913
298540,1091,32,2,1132
298541,1091,38,5,4461
298542,1091,50,1,7291
298543,1091,43,4,5793
298544,1091,42,3,6596
298545,1091,32,5,7812
298546,1091,30,2,6022
298547,1091,6,1,5831
298548,1091,39,4,5071
298549,1091,42,4,613
298550,1091,17,4,1680
298551,1091,14,1,5595
298552,1091,14,4,360
298553,1091,21,3,7667
298554,1091,32,1,5637
298555,1091,39,5,155
298556,1091,52,4,6268
298557,1091,6,3,7315
298558,1091,31,3,6200
298559,1091,33,4,3052
298560,1091,48,4,7252
298561,1091,5,3,4339
298562,1091,50,5,4358
298563,1091,11,4,4262
298564,1091,12,5,3506
298565,1091,23,2,2665
298566,1091,13,1,6519
298567,1091,35,1,5547
298568,1091,3,5,7349
298569,1091,16,5,2263
298570,1091,33,3,3717
298571,1091,34,5,7484
298572,1091,56,1,4394
298573,1091,2,1,1522
298574,1091,6,2,3008
298575,1091,31,4,1171
298576,1091,18,3,607
298577,1091,1,1,2000
298578,1091,47,5,360
298579,1091,19,5,2586
298580,1091,45,3,3085
298581,1091,33,2,3435
298582,1091,20,4,5397
298583,1091,16,4,3384
298584,1091,55,1,6133
298585,1091,14,2,7535
298586,1091,14,5,6501
298587,1091,48,5,3656
298588,1091,54,1,4661
298589,1091,22,1,7794
298590,1091,23,1,4582
298591,1091,1,5,991
298592,1091,1,2,2808
298593,1091,7,3,7214
298594,1091,40,1,7962
298595,1091,10,2,3394
298596,1091,4,1,4249
298597,1091,35,3,6031
298598,1091,38,1,2403
298599,1091,52,5,3501
298600,1091,4,5,7105
298601,1091,11,1,6646
298602,1091,9,4,5935
298603,1091,17,3,7329
298604,1091,48,3,2401
298605,1091,42,2,2381
298606,1091,10,5,4749
298607,1091,54,4,4785
298608,1091,24,1,2738
298609,1091,48,2,6098
298610,1091,53,2,5145
298611,1091,25,2,1640
298612,1091,8,4,7538
298613,1091,29,1,3721
298614,1091,40,5,1688
298615,1091,43,2,1529
298616,1091,17,5,2575
298617,1091,10,4,1385
298618,1091,40,3,6691
298619,1091,29,2,983
298620,1091,19,4,3649
298621,1091,3,1,2478
298622,1091,27,3,4720
298623,1091,26,2,5268
298624,1091,30,1,2413
298625,1091,48,1,6177
298626,1091,55,5,7025
298627,1091,23,4,683
298628,1092,54,5,2570
298629,1092,49,4,629
298630,1092,28,3,5512
298631,1092,41,5,976
298632,1092,48,4,6625
298633,1092,22,1,1373
298634,1092,15,2,562
298635,1092,45,3,2424
298636,1092,40,3,6917
298637,1092,5,2,4048
298638,1092,52,2,603
298639,1092,11,1,6264
298640,1092,38,1,5960
298641,1092,26,3,4471
298642,1092,53,1,1457
298643,1092,44,4,2383
298644,1092,16,1,3903
298645,1092,44,3,186
298646,1092,32,2,3988
298647,1092,12,3,3730
298648,1092,11,5,1284
298649,1092,31,1,6796
298650,1092,21,4,446
298651,1092,9,1,4522
298652,1092,6,5,4208
298653,1092,18,5,655
298654,1092,30,3,1627
298655,1092,1,4,5874
298656,1092,49,5,4201
298657,1092,37,2,7376
298658,1092,46,4,4237
298659,1092,18,4,1149
298660,1092,2,3,262
298661,1092,38,4,3697
298662,1092,42,1,5467
298663,1092,2,4,1370
298664,1092,28,4,951
298665,1092,55,1,3694
298666,1092,25,5,1494
298667,1092,52,1,5048
298668,1092,22,2,4937
298669,1092,5,1,7643
298670,1092,37,1,4591
298671,1092,4,4,3580
298672,1092,4,3,5018
298673,1092,34,1,2413
298674,1092,48,3,1809
298675,1092,54,4,3224
298676,1092,20,1,4633
298677,1092,53,2,5019
298678,1092,37,3,6319
298679,1092,8,3,2939
298680,1092,30,2,1620
298681,1092,12,1,5867
298682,1092,49,2,2664
298683,1092,55,2,7084
298684,1092,5,3,3129
298685,1092,33,4,3181
298686,1092,32,5,3906
298687,1092,43,2,2558
298688,1092,45,4,744
298689,1092,1,1,590
298690,1092,56,2,6650
298691,1092,27,5,1042
298692,1092,49,3,1242
298693,1092,11,4,7192
298694,1092,39,4,3616
298695,1092,30,5,7595
298696,1092,26,5,1031
298697,1092,41,4,1413
298698,1092,1,2,2890
298699,1092,35,4,4080
298700,1092,34,2,7390
298701,1092,52,5,6083
298702,1092,46,2,1462
298703,1092,8,1,1935
298704,1092,25,2,5628
298705,1092,13,1,5175
298706,1092,42,5,3508
298707,1092,24,4,4343
298708,1092,21,3,1838
298709,1092,43,1,3740
298710,1092,39,1,6934
298711,1092,6,4,175
298712,1092,12,5,878
298713,1092,27,1,3157
298714,1092,16,2,6321
298715,1092,15,4,3960
